@T,C1C2C3,,,,
descr,average observed soil water content at probe C1 C2 C3 depths 30cm 60cm 90cm 120cm,,,,
unit,dimensionless,,,,
,,,,,
missing_val,-9999,,,,
date_start,22.10.2002,,,,
date_end,19.09.2012,,,,
date_format,dd.MM.yyyy,,,,
,,,,,
@H,date,swc[0],swc[1],swc[2],swc[3]
name,,Drake,,,
ID,,1,,,
elevation,,1584.333333,,,
x,,513547,,,
y,,4494896.333,,,
,26.03.2009,0.265302307,0.209705703,0.135884643,0.14464
,27.03.2009,0.261766276,0.208106832,0.135664552,0.144877594
,28.03.2009,0.259054902,0.206152933,0.135057245,0.144865631
,29.03.2009,0.257015771,0.20429959,0.134289199,0.144639986
,30.03.2009,0.255990215,0.202913913,0.133513757,0.144277856
,31.03.2009,0.254802055,0.201732951,0.132807608,0.143842174
,01.04.2009,0.254949352,0.200971043,0.132181848,0.143389035
,02.04.2009,0.254576278,0.200387453,0.131720981,0.142973422
,03.04.2009,0.257419694,0.200500342,0.131371774,0.14259929
,04.04.2009,0.258958662,0.201617741,0.131443985,0.142344961
,05.04.2009,0.256311463,0.201301906,0.13162763,0.142292368
,06.04.2009,0.255078241,0.2000955,0.131386867,0.142223724
,07.04.2009,0.25732545,0.199614446,0.130974359,0.142000816
,08.04.2009,0.262317363,0.200763728,0.130888524,0.141763314
,09.04.2009,0.267193118,0.203011573,0.131407819,0.141719769
,10.04.2009,0.268321503,0.204694657,0.132295634,0.141957986
,11.04.2009,0.270353237,0.205889475,0.133063902,0.142361511
,12.04.2009,0.270650086,0.206606556,0.133763028,0.142808329
,13.04.2009,0.270620891,0.20670406,0.134235437,0.143237926
,14.04.2009,0.274276963,0.20757349,0.134587105,0.143566941
,15.04.2009,0.276846907,0.209208712,0.135300456,0.143921982
,16.04.2009,0.278132289,0.210813382,0.136227363,0.144415218
,17.04.2009,0.293965876,0.210562079,0.136979246,0.144916728
,18.04.2009,0.402425621,0.208907061,0.136994259,0.145224667
,19.04.2009,0.400051155,0.208356331,0.136445177,0.14531035
,20.04.2009,0.398029847,0.221901172,0.136180921,0.14512976
,21.04.2009,0.398081642,0.258097466,0.136697549,0.145106141
,22.04.2009,0.399371999,0.284199374,0.137859847,0.145409757
,23.04.2009,0.399557902,0.29594818,0.139537193,0.14605174
,24.04.2009,0.399214079,0.301910904,0.141325741,0.146973122
,25.04.2009,0.396256798,0.304819235,0.142962154,0.148051286
,26.04.2009,0.392191962,0.304601753,0.143923377,0.149038142
,27.04.2009,0.389371457,0.303828441,0.144167195,0.149721283
,28.04.2009,0.387272428,0.302026523,0.143945896,0.15009957
,29.04.2009,0.390122818,0.302168071,0.143620948,0.150192218
,30.04.2009,0.391544245,0.304173799,0.144175515,0.150290237
,01.05.2009,0.3899434,0.305251212,0.145227408,0.150670175
,02.05.2009,0.386461773,0.304530146,0.14620465,0.151133916
,03.05.2009,0.388580825,0.303382155,0.147207248,0.151424937
,04.05.2009,0.392411383,0.304604708,0.148873864,0.151514044
,05.05.2009,0.393678562,0.307021957,0.151392234,0.151658514
,06.05.2009,0.394807193,0.309225581,0.154721422,0.151954006
,07.05.2009,0.396970851,0.311659056,0.159004781,0.152405634
,08.05.2009,0.397580166,0.314063825,0.164371759,0.153062065
,09.05.2009,0.396900212,0.315070613,0.170275683,0.153948821
,10.05.2009,0.396799232,0.315353602,0.175919457,0.154814978
,11.05.2009,0.394868113,0.314035768,0.180799868,0.155509538
,12.05.2009,0.397601404,0.314131548,0.184858445,0.155927385
,13.05.2009,0.39919351,0.315808042,0.189041769,0.15628825
,14.05.2009,0.397527818,0.316367882,0.193260591,0.156837623
,15.05.2009,0.398383722,0.316634224,0.197142278,0.157381595
,16.05.2009,0.39793317,0.317223592,0.201255188,0.157902551
,17.05.2009,0.398116793,0.317441795,0.205446164,0.158431091
,18.05.2009,0.400233979,0.318529077,0.209815635,0.158934119
,19.05.2009,0.402465758,0.320423608,0.214618342,0.159551801
,20.05.2009,0.403480288,0.322294469,0.219739678,0.160371529
,21.05.2009,0.403090444,0.323615563,0.224821724,0.161361682
,22.05.2009,0.400620698,0.323425199,0.229441857,0.16236427
,23.05.2009,0.399675118,0.323094152,0.233341253,0.163164381
,24.05.2009,0.397512262,0.322055533,0.236749194,0.163775935
,25.05.2009,0.397114497,0.321345907,0.239533265,0.164176131
,26.05.2009,0.395868358,0.32013825,0.241850796,0.164441114
,27.05.2009,0.396996458,0.319183568,0.243470515,0.164531296
,28.05.2009,0.399235522,0.31986119,0.24492781,0.1645018
,29.05.2009,0.399807132,0.320650882,0.246653153,0.164583072
,30.05.2009,0.402524521,0.322110221,0.248516392,0.164775865
,31.05.2009,0.403191442,0.323635435,0.250825963,0.165172505
,01.06.2009,0.403191648,0.324501417,0.253103043,0.16575571
,02.06.2009,0.402984949,0.324843907,0.255166954,0.166363942
,03.06.2009,0.403792417,0.323470012,0.256488074,0.166896282
,04.06.2009,0.405571993,0.323705792,0.256863096,0.167040545
,05.06.2009,0.40738235,0.325410746,0.257604594,0.166887028
,06.06.2009,0.409862325,0.327849671,0.25937333,0.166757673
,07.06.2009,0.410546401,0.330148359,0.262217584,0.166891705
,08.06.2009,0.406479073,0.330108293,0.265277118,0.167302427
,09.06.2009,0.404794332,0.328549502,0.267263825,0.167611185
,10.06.2009,0.405040792,0.327979582,0.268577869,0.16762948
,11.06.2009,0.40519352,0.327936315,0.26980183,0.167619571
,12.06.2009,0.405050033,0.32774615,0.270889424,0.167717474
,13.06.2009,0.407121206,0.328245465,0.271836226,0.167887682
,14.06.2009,0.408381778,0.329264336,0.273046741,0.168215314
,15.06.2009,0.408639137,0.330158733,0.274384851,0.168798542
,16.06.2009,0.407192884,0.329999317,0.275544638,0.169656223
,17.06.2009,0.409452277,0.330146479,0.27621482,0.170732717
,18.06.2009,0.41172459,0.331634788,0.277260373,0.172266431
,19.06.2009,0.413451798,0.333190151,0.278788141,0.174525075
,20.06.2009,0.414474118,0.334211696,0.28030949,0.17748964
,21.06.2009,0.413052799,0.334182458,0.281472387,0.180862541
,22.06.2009,0.414201509,0.33450797,0.282233251,0.184363063
,23.06.2009,0.415841332,0.335350288,0.283128677,0.18805688
,24.06.2009,0.417131916,0.336182676,0.284092187,0.192101792
,25.06.2009,0.419199689,0.337414844,0.285044519,0.196172876
,26.06.2009,0.420406714,0.339052563,0.286398822,0.199957964
,27.06.2009,0.418997057,0.339517475,0.287838132,0.203540449
,28.06.2009,0.420859813,0.339998039,0.288807285,0.206623213
,29.06.2009,0.422564599,0.341356373,0.289973957,0.20921834
,30.06.2009,0.421676141,0.342232809,0.291332622,0.21163017
,01.07.2009,0.422196002,0.342528618,0.29230447,0.21390549
,02.07.2009,0.421835378,0.34302184,0.293161104,0.216130017
,03.07.2009,0.421175429,0.342989122,0.293805279,0.2184978
,04.07.2009,0.4205188,0.342969068,0.294243434,0.220963605
,05.07.2009,0.417017414,0.341901097,0.294415178,0.223534798
,06.07.2009,0.415934488,0.340239464,0.293873196,0.225931683
,07.07.2009,0.416584109,0.339629496,0.293220162,0.228038039
,08.07.2009,0.417365065,0.339611246,0.292937746,0.230074887
,09.07.2009,0.419393821,0.340416842,0.292996414,0.232150756
,10.07.2009,0.420020338,0.341279992,0.29350993,0.234389492
,11.07.2009,0.421010205,0.342046844,0.294099131,0.236666762
,12.07.2009,0.421234558,0.343185214,0.294842582,0.238872145
,13.07.2009,0.418275246,0.342830196,0.295479489,0.240993909
,14.07.2009,0.417253174,0.341576695,0.295338016,0.242735961
,15.07.2009,0.418475702,0.341433972,0.295024146,0.243997581
,16.07.2009,0.419066417,0.341697155,0.29503289,0.245098021
,17.07.2009,0.419334964,0.341963669,0.295200126,0.246173657
,18.07.2009,0.419526698,0.34215939,0.295434944,0.247188398
,19.07.2009,0.419789482,0.342371535,0.295659543,0.248152093
,20.07.2009,0.419253374,0.342421855,0.295887047,0.249077211
,21.07.2009,0.417976977,0.342098928,0.295991481,0.249918657
,22.07.2009,0.416345475,0.3406426,0.295664677,0.250630275
,23.07.2009,0.418136275,0.340156371,0.294964485,0.251013929
,24.07.2009,0.420175226,0.340851335,0.294774997,0.251306784
,25.07.2009,0.421434877,0.342021013,0.295170726,0.251754385
,26.07.2009,0.420246069,0.342171951,0.295708779,0.25241466
,27.07.2009,0.420906067,0.34239571,0.295982354,0.253060403
,28.07.2009,0.418737256,0.342132022,0.296262249,0.253702681
,29.07.2009,0.415830878,0.340789334,0.296049712,0.254248299
,30.07.2009,0.412672634,0.338496149,0.295176833,0.254547829
,31.07.2009,0.412328162,0.336608947,0.293784278,0.254462184
,01.08.2009,0.412715731,0.335756042,0.292610062,0.254161086
,02.08.2009,0.415396491,0.335997931,0.291907967,0.253895671
,03.08.2009,0.418431932,0.337536025,0.292024685,0.253863632
,04.08.2009,0.418843122,0.338798541,0.292766146,0.254278308
,05.08.2009,0.419864931,0.339631812,0.293469734,0.254919627
,06.08.2009,0.42118906,0.340637014,0.29423744,0.255688028
,07.08.2009,0.420271245,0.341220024,0.295080685,0.256581245
,08.08.2009,0.419421148,0.341179645,0.295585682,0.221934944
,09.08.2009,0.418850246,0.340434678,0.295746373,0.258340791
,10.08.2009,0.42024985,0.339521198,0.295338521,0.258952757
,11.08.2009,0.42189151,0.340074233,0.295070109,0.259294852
,12.08.2009,0.423347586,0.341226457,0.295465276,0.259689504
,13.08.2009,0.425329913,0.342411927,0.296326314,0.260258357
,14.08.2009,0.423184336,0.342952026,0.29728833,0.261072925
,15.08.2009,0.420791456,0.342681386,0.298027892,0.262027309
,16.08.2009,0.41834624,0.341663534,0.298203762,0.26289565
,17.08.2009,0.416234703,0.34050976,0.297950369,0.263599909
,18.08.2009,0.415252526,0.339627091,0.297495763,0.26413499
,19.08.2009,0.413951317,0.339034294,0.297091144,0.26460765
,20.08.2009,0.412967287,0.338343966,0.296719409,0.265114987
,21.08.2009,0.413099646,0.337895025,0.296308818,0.265578761
,22.08.2009,0.413742916,0.337800904,0.296030477,0.266079794
,23.08.2009,0.415430108,0.338307384,0.295975821,0.26664842
,24.08.2009,0.416106133,0.339145158,0.296283698,0.26738629
,25.08.2009,0.415107028,0.339265316,0.296614519,0.268292632
,26.08.2009,0.414428431,0.338993004,0.29664585,0.269202392
,27.08.2009,0.412743581,0.338299945,0.296468761,0.270016473
,28.08.2009,0.413042848,0.337734665,0.296032976,0.270693909
,29.08.2009,0.413435452,0.337862794,0.295800877,0.271308162
,30.08.2009,0.412669866,0.337750222,0.29569192,0.272013278
,31.08.2009,0.410669279,0.336914797,0.295414361,0.27271887
,01.09.2009,0.410436826,0.336065785,0.294813701,0.273288888
,02.09.2009,0.411687287,0.336051778,0.294364813,0.273730274
,03.09.2009,0.412394888,0.33655204,0.294294376,0.274272622
,04.09.2009,0.412045488,0.336757332,0.294390405,0.274945287
,05.09.2009,0.411603777,0.336620976,0.294371922,0.275669331
,06.09.2009,0.411269645,0.336407776,0.294249495,0.27634379
,07.09.2009,0.411070144,0.336215815,0.294084606,0.276954277
,08.09.2009,0.411009063,0.336121833,0.293929035,0.27752047
,09.09.2009,0.410423172,0.335959379,0.293794491,0.278066312
,10.09.2009,0.40974923,0.335604977,0.293565844,0.278592749
,11.09.2009,0.409340769,0.335267261,0.29329797,0.279028443
,12.09.2009,0.407572122,0.334781077,0.292989282,0.279434641
,13.09.2009,0.40315354,0.332884466,0.292320783,0.279721741
,14.09.2009,0.402048591,0.330866463,0.290991938,0.279651608
,15.09.2009,0.403337445,0.330273696,0.289831324,0.279350618
,16.09.2009,0.404179565,0.330318811,0.289238179,0.279103035
,17.09.2009,0.403833268,0.330129383,0.288917677,0.279058092
,18.09.2009,0.402605303,0.329648742,0.288529446,0.279104689
,19.09.2009,0.40164812,0.328825231,0.287981758,0.279111853
,20.09.2009,0.400515691,0.328004001,0.287449565,0.279058264
,21.09.2009,0.398355661,0.327267668,0.286899733,0.278991854
,22.09.2009,0.393183447,0.325046003,0.285921728,0.278811666
,23.09.2009,0.389746944,0.322194817,0.284193219,0.278272928
,24.09.2009,0.387959001,0.319796938,0.282180195,0.277366166
,25.09.2009,0.388019273,0.318350213,0.280391961,0.27631563
,26.09.2009,0.388771815,0.317760531,0.27908962,0.275363708
,27.09.2009,0.391410387,0.318135316,0.278313924,0.274591547
,28.09.2009,0.390984497,0.318757991,0.278163926,0.274152925
,29.09.2009,0.3900441,0.318261956,0.277892322,0.273956718
,30.09.2009,0.390769939,0.318046593,0.277444912,0.27372641
,01.10.2009,0.389479186,0.317966754,0.277174231,0.273509563
,02.10.2009,0.385840992,0.316358945,0.276575624,0.273299457
,03.10.2009,0.384551052,0.314700021,0.275417496,0.272850217
,04.10.2009,0.383542328,0.313570092,0.274277331,0.272240589
,05.10.2009,0.380393509,0.311879894,0.27314114,0.271543356
,06.10.2009,0.37738146,0.309795644,0.271711629,0.270724451
,07.10.2009,0.376167065,0.307822103,0.270088103,0.269748335
,08.10.2009,0.376167304,0.30690057,0.268657601,0.268733439
,09.10.2009,0.372141839,0.305206981,0.267437832,0.267777786
,10.10.2009,0.368916032,0.302894453,0.265844989,0.266779651
,11.10.2009,0.365018629,0.300185305,0.263992734,0.265567936
,12.10.2009,0.362756785,0.297593887,0.261912243,0.264190405
,13.10.2009,0.362592259,0.295858121,0.259979395,0.262721913
,14.10.2009,0.364095145,0.294982239,0.25844561,0.261331574
,15.10.2009,0.367927197,0.295555925,0.257516205,0.260129858
,16.10.2009,0.370026741,0.296793109,0.257326251,0.259339563
,17.10.2009,0.370580096,0.297568589,0.257410688,0.25891174
,18.10.2009,0.371733421,0.297981083,0.257449787,0.258693348
,19.10.2009,0.374275347,0.299056488,0.257606611,0.258531004
,20.10.2009,0.374077278,0.300088318,0.258054057,0.258562621
,21.10.2009,0.370793139,0.299541233,0.258247518,0.258683654
,22.10.2009,0.36739587,0.297668794,0.257695544,0.25861377
,23.10.2009,0.368219927,0.296417854,0.256691048,0.258187247
,24.10.2009,0.368886446,0.296304744,0.256012378,0.257633554
,25.10.2009,0.368781229,0.296341574,0.255655291,0.257213244
,26.10.2009,0.365063228,0.295262495,0.255251182,0.256845169
,27.10.2009,0.363897486,0.293667294,0.254337628,0.256386063
,28.10.2009,0.361424126,0.292310734,0.253327024,0.255726123
,29.10.2009,0.35791046,0.290143598,0.252101999,0.254948985
,30.10.2009,0.356012263,0.287924312,0.250537749,0.253955941
,31.10.2009,0.35589881,0.286105938,0.248946676,0.252823664
,01.11.2009,0.359306243,0.28541862,0.24759603,0.251675877
,02.11.2009,0.364280752,0.286049358,0.246802561,0.250702486
,03.11.2009,0.3668652,0.286516546,0.24639713,0.249979223
,04.11.2009,0.369170468,0.287379058,0.246035974,0.249407335
,05.11.2009,0.370432779,0.288285611,0.245817807,0.248920244
,06.11.2009,0.372724123,0.289620729,0.245748146,0.248513123
,07.11.2009,0.37470068,0.291418385,0.246045114,0.248225241
,08.11.2009,0.37611186,0.293188379,0.246634202,0.24814821
,09.11.2009,0.375639069,0.294379059,0.247323485,0.248228104
,10.11.2009,0.374251319,0.294718602,0.247811896,0.248357286
,11.11.2009,0.373173153,0.294489462,0.247985847,0.248394758
,12.11.2009,0.373051364,0.294264825,0.247980029,0.248294214
,13.11.2009,0.373356655,0.294573564,0.248079306,0.248169447
,14.11.2009,0.36996338,0.294014006,0.248203199,0.248058327
,15.11.2009,0.367542334,0.292499588,0.247778403,0.247834999
,16.11.2009,0.365307038,0.291033371,0.247069929,0.247382625
,17.11.2009,0.363471801,0.289584573,0.246221114,0.246742479
,18.11.2009,0.362418639,0.288292079,0.245335206,0.246021608
,19.11.2009,0.362767554,0.287494269,0.24452815,0.245264676
,20.11.2009,0.363441342,0.287201136,0.243979307,0.244581411
,21.11.2009,0.363685665,0.286915346,0.243560798,0.244000127
,22.11.2009,0.364041506,0.286745908,0.243170379,0.24349001
,23.11.2009,0.363655719,0.286594412,0.242844643,0.243018936
,24.11.2009,0.362422481,0.286129783,0.242482163,0.242558252
,25.11.2009,0.361383779,0.285346802,0.241967328,0.2420668
,26.11.2009,0.361480668,0.284924645,0.241440518,0.241519722
,27.11.2009,0.361917278,0.284834513,0.241081063,0.241001884
,28.11.2009,0.362311868,0.284994331,0.240901736,0.24059663
,29.11.2009,0.362224939,0.285062827,0.240854171,0.240279365
,30.11.2009,0.361404986,0.284904664,0.240795458,0.240042739
,01.12.2009,0.360606138,0.284433001,0.240597496,0.239815911
,02.12.2009,0.359757242,0.283928694,0.240316012,0.239526623
,03.12.2009,0.358271835,0.283260332,0.239942014,0.239195852
,04.12.2009,0.356489097,0.282266032,0.239400174,0.238789883
,05.12.2009,0.354827261,0.281225648,0.238706391,0.238296165
,06.12.2009,0.353161192,0.280330088,0.237961245,0.237759942
,07.12.2009,0.351287926,0.279589327,0.237277692,0.237221726
,08.12.2009,0.34932767,0.278908442,0.236652474,0.236682974
,09.12.2009,0.346634452,0.278185432,0.236070204,0.236151551
,10.12.2009,0.341155671,0.277290267,0.235493811,0.235650656
,11.12.2009,0.331619964,0.276272156,0.23488046,0.235159669
,12.12.2009,0.324381316,0.275291919,0.234222935,0.234661277
,13.12.2009,0.322656049,0.274416426,0.233622547,0.234170384
,14.12.2009,0.324229028,0.273687001,0.233074552,0.233703347
,15.12.2009,0.325031027,0.27303015,0.232600937,0.233302082
,16.12.2009,0.324861721,0.272419587,0.232158399,0.232922894
,17.12.2009,0.327928887,0.271896622,0.231743812,0.23257598
,18.12.2009,0.33192487,0.271447445,0.231363567,0.232283274
,19.12.2009,0.335294311,0.271115975,0.231023658,0.232024231
,20.12.2009,0.335720408,0.270856834,0.230713534,0.231778169
,21.12.2009,0.336235495,0.270624972,0.230397393,0.231564306
,22.12.2009,0.337685656,0.270446806,0.230113099,0.231354378
,23.12.2009,0.339013579,0.270321222,0.229834937,0.231165051
,24.12.2009,0.34013928,0.270241747,0.229597446,0.230955395
,25.12.2009,0.340980808,0.270251861,0.229406748,0.230779148
,26.12.2009,0.340676023,0.270262849,0.229224845,0.230634853
,27.12.2009,0.337402082,0.270168443,0.229014132,0.230469901
,28.12.2009,0.328949622,0.269939327,0.228770117,0.230291933
,29.12.2009,0.318364135,0.269547785,0.228462886,0.230082592
,30.12.2009,0.312116012,0.26908263,0.228147493,0.229859239
,31.12.2009,0.304791248,0.268500813,0.22780499,0.229609106
,01.01.2010,0.29642278,0.267917164,0.227433858,0.229348124
,02.01.2010,0.29175272,0.267353197,0.227077289,0.229075086
,03.01.2010,0.292008803,0.266842055,0.226717684,0.228819616
,04.01.2010,0.295041809,0.266382858,0.226441917,0.228589452
,05.01.2010,0.296002999,0.26594798,0.226189694,0.228391689
,06.01.2010,0.295779392,0.265495733,0.225994917,0.228248407
,07.01.2010,0.277564281,0.264727197,0.225740581,0.228052023
,08.01.2010,0.245186793,0.263595983,0.224970332,0.227698865
,09.01.2010,0.235068889,0.26236073,0.224111068,0.227314666
,10.01.2010,0.23579563,0.261034132,0.223451005,0.226979159
,11.01.2010,0.239804109,0.259535486,0.222963732,0.226669633
,12.01.2010,0.24327218,0.258027953,0.222579208,0.226395658
,13.01.2010,0.24699845,0.256865891,0.222238454,0.226121734
,14.01.2010,0.251101654,0.256137789,0.221964954,0.225921352
,15.01.2010,0.253692301,0.255828149,0.221700827,0.225730612
,16.01.2010,0.255109038,0.255851769,0.221411105,0.225551864
,17.01.2010,0.25750262,0.25614753,0.221088222,0.225386405
,18.01.2010,0.261019348,0.256546703,0.220858603,0.22526196
,19.01.2010,0.264132509,0.257041487,0.220632002,0.22514212
,20.01.2010,0.266487797,0.257568113,0.220440114,0.225024239
,21.01.2010,0.266272408,0.258085707,0.220269765,0.224892521
,22.01.2010,0.265766449,0.258603737,0.220079151,0.224759751
,23.01.2010,0.266897559,0.259010679,0.21996527,0.224651775
,24.01.2010,0.268286974,0.259338593,0.219874369,0.224550062
,25.01.2010,0.26925272,0.259619096,0.219827548,0.224465064
,26.01.2010,0.26652447,0.259809671,0.219823526,0.224358327
,27.01.2010,0.263392245,0.259888275,0.219755587,0.224247915
,28.01.2010,0.263805058,0.259833945,0.219648233,0.224136865
,29.01.2010,0.264310273,0.259628277,0.219590086,0.224037223
,30.01.2010,0.264595517,0.259367958,0.219521143,0.223925053
,31.01.2010,0.265828622,0.259145934,0.219406253,0.223811382
,01.02.2010,0.267045613,0.258976248,0.219313497,0.223724178
,02.02.2010,0.267987385,0.258898421,0.21919632,0.22362951
,03.02.2010,0.269480617,0.25890319,0.219078471,0.223533823
,04.02.2010,0.271889917,0.258947372,0.218958632,0.2234496
,05.02.2010,0.274867699,0.259053158,0.218867437,0.223372897
,06.02.2010,0.277941472,0.259218656,0.21878325,0.223291649
,07.02.2010,0.281115356,0.259463658,0.218722521,0.223216408
